emoji,name,name_emotion,name_emotion_vec
🙇‍♀️,woman bowing,neutral,"[0.003963757306337357, 0.0018972561229020357, 0.00490142498165369, 0.010647662915289402, 0.009496497921645641, 0.0019326230976730585, 0.0019113555317744613, 0.0011217058636248112, 0.00153580610640347, 0.004601340275257826, 0.004034015815705061, 0.0033256802707910538, 0.0009772120974957943, 0.0017616079421713948, 0.0025851840618997812, 0.0011894250055775046, 0.0006939270533621311, 0.0018713847966864705, 0.0010862966300919652, 0.0005646204226650298, 0.002222232986241579, 0.0004771613166667521, 0.005010227672755718, 0.0004469844279810786, 0.0005149077624082565, 0.0038410709239542484, 0.0009801563574001193, 0.9682933688163757]"
🙇🏻‍♀️,woman bowing: light skin tone,neutral,"[0.006030337885022163, 0.001995432423427701, 0.002623656066134572, 0.006126299034804106, 0.01555874478071928, 0.001361374044790864, 0.002299628918990493, 0.0012843587901443243, 0.0012511535314843059, 0.003994229715317488, 0.0032036099582910538, 0.003235280280932784, 0.0010568423895165324, 0.0022345674224197865, 0.002403965452685952, 0.0014889755984768271, 0.0006859023706056178, 0.0019970356952399015, 0.0016453852877020836, 0.0004981677629984915, 0.002015100559219718, 0.0005704276845790446, 0.006938408128917217, 0.0004980791709385812, 0.000639855454210192, 0.0033620367757976055, 0.0010999563382938504, 0.968329668045044]"
🙇🏼‍♀️,woman bowing: medium-light skin tone,neutral,"[0.006281925365328789, 0.0017329552210867405, 0.002122668083757162, 0.005327844526618719, 0.019096065312623978, 0.0012931481469422579, 0.0022561668884009123, 0.001244436134584248, 0.0011735819280147552, 0.003918214701116085, 0.0031474106945097446, 0.003253106726333499, 0.0009686392149887979, 0.0018731036689132452, 0.002340473234653473, 0.0014072847552597523, 0.0006419147830456495, 0.0016605068231001496, 0.0016729366034269333, 0.0004817234294023365, 0.0021710973232984543, 0.0005144380265846848, 0.00784576777368784, 0.00048263874487020075, 0.0006503447075374424, 0.0033850620966404676, 0.000983483507297933, 0.9649410843849182]"
🙇🏽‍♀️,woman bowing: medium skin tone,neutral,"[0.006041171029210091, 0.0018896503606811166, 0.002549734665080905, 0.005908726714551449, 0.01648815907537937, 0.001332789775915444, 0.0023477261420339346, 0.0012830548221245408, 0.0012010416248813272, 0.004044006112962961, 0.0033197428565472364, 0.003225927706807852, 0.0010132476454600692, 0.0021330665331333876, 0.0024364464916288853, 0.0014631832018494606, 0.0006776480586268008, 0.0019009183160960674, 0.0016757117118686438, 0.0004933684249408543, 0.0020518593955785036, 0.0005505871959030628, 0.007054757326841354, 0.0004930256982333958, 0.0006236625486053526, 0.0033734957687556744, 0.0010874309809878469, 0.9677203297615051]"
🙇🏾‍♀️,woman bowing: medium-dark skin tone,neutral,"[0.006158327683806419, 0.001759496284648776, 0.001962686888873577, 0.004899234510958195, 0.019861212000250816, 0.0012060346780344844, 0.002340427367016673, 0.0012955334968864918, 0.001175244222395122, 0.003676861757412553, 0.0029271782841533422, 0.0029666824266314507, 0.0008804945973679423, 0.0019154842011630535, 0.002131958492100239, 0.0014323197538033128, 0.0006038875435478985, 0.001691643614321947, 0.001763723324984312, 0.0004482621734496206, 0.0021973378024995327, 0.0004926491528749466, 0.007851130329072475, 0.0004654142539948225, 0.0006098748999647796, 0.0031346254982054234, 0.0009705782867968082, 0.964195966720581]"
🙇🏿‍♀️,woman bowing: dark skin tone,neutral,"[0.005506482440978289, 0.0018279744544997811, 0.0026154189836233854, 0.006436431314796209, 0.015992021188139915, 0.0013514749007299542, 0.0023479736410081387, 0.0013053436996415257, 0.0012297490611672401, 0.004228175152093172, 0.003190242685377598, 0.003454222809523344, 0.0011053570779040456, 0.0018448549089953303, 0.0025163765531033278, 0.0013839302118867636, 0.0006975828437134624, 0.00160991121083498, 0.001559855998493731, 0.0005038083763793111, 0.0021079888101667166, 0.0005175200058147311, 0.0076728276908397675, 0.00046894053230062127, 0.0006650114664807916, 0.0035991882905364037, 0.0010641352273523808, 0.9672278761863708]"
🤦,person facepalming,neutral,"[0.0029050398152321577, 0.002553020603954792, 0.002878253348171711, 0.007147237192839384, 0.010513663291931152, 0.0010030914563685656, 0.003390699625015259, 0.0021332886535674334, 0.0010780083248391747, 0.0033586272038519382, 0.003744833404198289, 0.0027120239101350307, 0.00098951137624681, 0.002128927269950509, 0.001985670765861869, 0.0009781114058569074, 0.0005451157921925187, 0.0017087935702875257, 0.001056607230566442, 0.000440672185504809, 0.0017048765439540148, 0.0003328996244817972, 0.005453750025480986, 0.00033759878715500236, 0.00042154593393206596, 0.002714344300329685, 0.001246431958861649, 0.9675003290176392]"
🤦🏻,person facepalming: light skin tone,neutral,"[0.004479963798075914, 0.0024383990094065666, 0.002156807342544198, 0.005370937753468752, 0.01647050678730011, 0.0010422916384413838, 0.002852595178410411, 0.0017687134677544236, 0.0011828819988295436, 0.0032327380031347275, 0.003019298193976283, 0.003046066500246525, 0.0009162311907857656, 0.0021952905226498842, 0.0019966575782746077, 0.0010553860338404775, 0.0005517834215424955, 0.0017934170318767428, 0.0017112120985984802, 0.0004172503249719739, 0.001862867153249681, 0.00041732017416507006, 0.006615938153117895, 0.0003838029515463859, 0.0004831736150663346, 0.002694023074582219, 0.001058382447808981, 0.9658998250961304]"
🤦🏼,person facepalming: medium-light skin tone,neutral,"[0.004109486471861601, 0.0022986489348113537, 0.002356956945732236, 0.00578604219481349, 0.01492418721318245, 0.0010624303249642253, 0.0028032599948346615, 0.0017677186988294125, 0.0011907967273145914, 0.0033011119812726974, 0.003108777804300189, 0.0031296531669795513, 0.0009413383668288589, 0.0022353928070515394, 0.0021367943845689297, 0.0010382585460320115, 0.0005632811225950718, 0.0017446927959099412, 0.001589935622178018, 0.00043525072396732867, 0.001863288227468729, 0.0004073191375937313, 0.006300998851656914, 0.0003773084608837962, 0.00047299734433181584, 0.0027789250016212463, 0.001131477183662355, 0.9666393995285034]"
🤦🏽,person facepalming: medium skin tone,neutral,"[0.004303231369704008, 0.002469240454956889, 0.002398407319560647, 0.0057154190726578236, 0.014604631811380386, 0.0010431340197101235, 0.0028569824062287807, 0.001824288978241384, 0.001237479387782514, 0.003399456152692437, 0.0030708485282957554, 0.00322944694198668, 0.000970779568888247, 0.0023765224032104015, 0.002244807779788971, 0.001035063760355115, 0.0005915195215493441, 0.0018433742225170135, 0.0016745070461183786, 0.00044628302566707134, 0.0018045048927888274, 0.00042381041566841304, 0.006256941705942154, 0.0003823217994067818, 0.00047453728620894253, 0.00290394457988441, 0.0011854843469336629, 0.966457188129425]"
🤦🏾,person facepalming: medium-dark skin tone,neutral,"[0.004292424768209457, 0.002313855569809675, 0.002132670721039176, 0.005353318527340889, 0.01634317822754383, 0.001003375626169145, 0.0028671028558164835, 0.0018016204703599215, 0.0012187439715489745, 0.0032385820522904396, 0.0028915998991578817, 0.003179318970069289, 0.0009334480855613947, 0.0022563880775123835, 0.0021412393543869257, 0.0010161902755498886, 0.0005597003037109971, 0.0017298113089054823, 0.0017214539693668485, 0.00043247189023531973, 0.0018892589723691344, 0.0004107520217075944, 0.0067423321306705475, 0.00038087248685769737, 0.0004790608654730022, 0.0027741033118218184, 0.001141660730354488, 0.965000569820404]"
🤦🏿,person facepalming: dark skin tone,neutral,"[0.0043022362515330315, 0.0023109382018446922, 0.002145280595868826, 0.005491706542670727, 0.016795141622424126, 0.0009938073344528675, 0.002926020883023739, 0.0017491623293608427, 0.0011464341077953577, 0.0033412438351660967, 0.002968332963064313, 0.003104171948507428, 0.0009440774447284639, 0.0020918715745210648, 0.002142078010365367, 0.001011762535199523, 0.0005629429942928255, 0.0016378103755414486, 0.0015995304565876722, 0.00043583635124377906, 0.001889919163659215, 0.0004085614054929465, 0.007331278640776873, 0.0003792833012994379, 0.00048378887004218996, 0.0028526857495307922, 0.001108013209886849, 0.9648373126983643]"
🤦‍♂️,man facepalming,neutral,"[0.0037136059254407883, 0.003013099543750286, 0.003476811107248068, 0.007869931869208813, 0.010238049551844597, 0.001062491093762219, 0.002841556677594781, 0.001761882216669619, 0.0010648592142388225, 0.0034159233327955008, 0.0034492381382733583, 0.003363188588991761, 0.001172577845863998, 0.0023451955057680607, 0.0023218102287501097, 0.0011070078471675515, 0.0005897605442442, 0.001896752044558525, 0.0011683860793709755, 0.00046761007979512215, 0.0017414353787899017, 0.00042561203008517623, 0.00524810329079628, 0.00037378029082901776, 0.00048172735841944814, 0.0027395787183195353, 0.0013387257931753993, 0.9668816328048706]"
🤦🏻‍♂️,man facepalming: light skin tone,neutral,"[0.005560928024351597, 0.002294758800417185, 0.0020705952774733305, 0.005329462233930826, 0.018699053674936295, 0.0010209539905190468, 0.002508465899154544, 0.001536860130727291, 0.0011274592252448201, 0.0034237501677125692, 0.0031366082839667797, 0.0032420752104371786, 0.0009217554470524192, 0.0021214222069829702, 0.001963477348908782, 0.0011286514345556498, 0.0005454489728435874, 0.0016803592443466187, 0.0017742518102750182, 0.0004017524770461023, 0.001913802232593298, 0.00045851501636207104, 0.006924448534846306, 0.00039858772652223706, 0.0005119774141348898, 0.002688867738470435, 0.0010189488530158997, 0.9647331237792969]"
🤦🏼‍♂️,man facepalming: medium-light skin tone,neutral,"[0.005024600774049759, 0.0020358534529805183, 0.0022016128059476614, 0.005705452989786863, 0.017500996589660645, 0.0010631957557052374, 0.002462269039824605, 0.0015054666437208652, 0.001158942119218409, 0.003432994009926915, 0.0032064616680145264, 0.0032116430811583996, 0.0008929698378778994, 0.002094980562105775, 0.0020522333215922117, 0.0011155775282531977, 0.0005364184617064893, 0.0016031883424147964, 0.0015942840836942196, 0.0004131481109652668, 0.0019823801703751087, 0.00043674305197782815, 0.006554970517754555, 0.00038978701923042536, 0.0004893288132734597, 0.002693760674446821, 0.0010244474979117513, 0.9659186005592346]"
🤦🏽‍♂️,man facepalming: medium skin tone,neutral,"[0.005763852037489414, 0.0021055538672953844, 0.002013248624280095, 0.005208221729844809, 0.018962938338518143, 0.0010065380483865738, 0.0024819604586809874, 0.0015219607157632709, 0.0011666546342894435, 0.003483634442090988, 0.003071664599701762, 0.003270999528467655, 0.0008972235373221338, 0.002226521261036396, 0.0021103182807564735, 0.0011354138841852546, 0.0005512147326953709, 0.001669358229264617, 0.0017808107659220695, 0.000415318354498595, 0.0019146749982610345, 0.000468342361273244, 0.006860394962131977, 0.0004025525995530188, 0.0004934970638714731, 0.00275139301083982, 0.00106426898855716, 0.9640135765075684]"
🤦🏾‍♂️,man facepalming: medium-dark skin tone,neutral,"[0.005175778176635504, 0.0021367406006902456, 0.002020934596657753, 0.005282724741846323, 0.01892990618944168, 0.0010010144906118512, 0.002513193991035223, 0.001529153436422348, 0.0011807605624198914, 0.003369842655956745, 0.00300282659009099, 0.00328196887858212, 0.0009067605133168399, 0.002170274034142494, 0.0020710492972284555, 0.0011095860973000526, 0.0005394919426180422, 0.0016525719547644258, 0.001765692257322371, 0.0004120593366678804, 0.0019829715602099895, 0.00044673995580524206, 0.006995751056820154, 0.0003969337558373809, 0.0005007261061109602, 0.0026986212469637394, 0.0010518488707020879, 0.9640508890151978]"
🤦🏿‍♂️,man facepalming: dark skin tone,neutral,"[0.005495699588209391, 0.0023058829829096794, 0.0021158051677048206, 0.005508072208613157, 0.018825875595211983, 0.0009791160700842738, 0.0024317377246916294, 0.001475403318181634, 0.0011221845634281635, 0.0036473884247243404, 0.002956572687253356, 0.0035003020893782377, 0.0010184389539062977, 0.0020973135251551867, 0.002189557533711195, 0.0010893569560721517, 0.0005878155352547765, 0.001628412283025682, 0.0017897861544042826, 0.0004310279036872089, 0.0018903851741924882, 0.00047176939551718533, 0.007756094913929701, 0.0004078724014107138, 0.00053406972438097, 0.003011614317074418, 0.0011032451875507832, 0.9628655314445496]"
🤦‍♀️,woman facepalming,neutral,"[0.003940329421311617, 0.002682536607608199, 0.002903616288676858, 0.007299121469259262, 0.012002883478999138, 0.0009870365029200912, 0.002881628694012761, 0.0017678417498245835, 0.0011188611388206482, 0.003525330452248454, 0.0036932514049112797, 0.0034027176443487406, 0.0010829840321093798, 0.0023196395486593246, 0.00213508284650743, 0.0009689360740594566, 0.0005648741498589516, 0.0018510972149670124, 0.0013244686415418983, 0.0004425218503456563, 0.001630431623198092, 0.00040936548612080514, 0.005714448168873787, 0.00037893326953053474, 0.00042959119309671223, 0.0026843470986932516, 0.0012547404039651155, 0.9674564599990845]"
🤦🏻‍♀️,woman facepalming: light skin tone,neutral,"[0.006032921839505434, 0.002182193100452423, 0.0018796464428305626, 0.00506580388173461, 0.020897340029478073, 0.0010157155338674784, 0.0024587134830653667, 0.0015067346394062042, 0.0011327643878757954, 0.0034201268572360277, 0.0029591110069304705, 0.0033685844391584396, 0.0009281057864427567, 0.002106413710862398, 0.001986903138458729, 0.0010666054440662265, 0.0005388546851463616, 0.0016906308010220528, 0.0019715626258403063, 0.00041205776506103575, 0.001887658261694014, 0.0004756169219035655, 0.007473592646420002, 0.0004192230699118227, 0.0005111599457450211, 0.0026743041817098856, 0.0010130954906344414, 0.963513195514679]"
🤦🏼‍♀️,woman facepalming: medium-light skin tone,neutral,"[0.005287570413202047, 0.0019696371164172888, 0.0019989944994449615, 0.005397799424827099, 0.019680816680192947, 0.001040587667375803, 0.0023935725912451744, 0.0014317060122266412, 0.001160105224698782, 0.00345112313516438, 0.003074279287829995, 0.003373205428943038, 0.0009235910256393254, 0.0020899700466543436, 0.0021155814174562693, 0.0010306504555046558, 0.0005382751696743071, 0.0016397802392020822, 0.0018107746727764606, 0.000428041530540213, 0.001949432771652937, 0.0004585965070873499, 0.007393357343971729, 0.00041534862248227, 0.0004888921976089478, 0.0027133203111588955, 0.0010371750686317682, 0.9643014669418335]"
🤦🏽‍♀️,woman facepalming: medium skin tone,neutral,"[0.005971979349851608, 0.0020719149615615606, 0.0019098168704658747, 0.005086346063762903, 0.02003965526819229, 0.0009910393273457885, 0.0024377864319831133, 0.0014735478907823563, 0.0011749874101951718, 0.003554964205250144, 0.0030069162603467703, 0.0034071188420057297, 0.0009338047238998115, 0.0022604246623814106, 0.0021825036965310574, 0.0010665901936590672, 0.0005589778884314001, 0.001725009991787374, 0.0019399492302909493, 0.0004361956671345979, 0.0018631810089573264, 0.00048676622100174427, 0.007435087580233812, 0.0004259700363036245, 0.0004926625406369567, 0.002809750847518444, 0.0011055903742089868, 0.9631987810134888]"
🤦🏾‍♀️,woman facepalming: medium-dark skin tone,neutral,"[0.005559117067605257, 0.0020034792833030224, 0.0017888372531160712, 0.0048633054830133915, 0.021685857325792313, 0.0009788316674530506, 0.002460343297570944, 0.0014632500242441893, 0.0011792918667197227, 0.0033583955373615026, 0.002857999876141548, 0.0033272504806518555, 0.0008989246562123299, 0.002127803163602948, 0.002063564257696271, 0.0010505354730412364, 0.0005339302006177604, 0.0016586027340963483, 0.002007532399147749, 0.0004189727478660643, 0.001976637402549386, 0.0004618246457539499, 0.007905948907136917, 0.0004190799954812974, 0.0004987060674466193, 0.0027046725153923035, 0.0010492036817595363, 0.9618990421295166]"
🤦🏿‍♀️,woman facepalming: dark skin tone,neutral,"[0.005824834108352661, 0.002201132010668516, 0.0019127260893583298, 0.005252090748399496, 0.021200543269515038, 0.0009890170767903328, 0.002386214677244425, 0.0014288919046521187, 0.0011620695004239678, 0.0036715723108500242, 0.002790864324197173, 0.0037159882485866547, 0.0010290208738297224, 0.00199892302043736, 0.0022367779165506363, 0.0010204447899013758, 0.0005927811143919826, 0.001582448254339397, 0.0020050997845828533, 0.00044686731416732073, 0.0019011832773685455, 0.00048182078171521425, 0.008604212664067745, 0.0004283942689653486, 0.0005467937444336712, 0.0031367498449981213, 0.0010782725876197219, 0.9608181118965149]"
